date,kr_interest
2008-06-04,6.03
2008-06-05,6.03
2008-06-06,6.03
2008-06-07,6.03
2008-06-08,6.03
2008-06-09,6.03
2008-06-10,6.03
2008-06-11,6.03
2008-06-12,6.03
2008-06-13,6.03
2008-06-14,6.03
2008-06-15,6.03
2008-06-16,6.03
2008-06-17,6.03
2008-06-18,6.03
2008-06-19,6.03
2008-06-20,6.03
2008-06-21,6.03
2008-06-22,6.03
2008-06-23,6.03
2008-06-24,6.03
2008-06-25,6.03
2008-06-26,6.03
2008-06-27,6.03
2008-06-28,6.03
2008-06-29,6.03
2008-06-30,6.03
2008-07-01,6.29
2008-07-02,6.29
2008-07-03,6.29
2008-07-04,6.29
2008-07-05,6.29
2008-07-06,6.29
2008-07-07,6.29
2008-07-08,6.29
2008-07-09,6.29
2008-07-10,6.29
2008-07-11,6.29
2008-07-12,6.29
2008-07-13,6.29
2008-07-14,6.29
2008-07-15,6.29
2008-07-16,6.29
2008-07-17,6.29
2008-07-18,6.29
2008-07-19,6.29
2008-07-20,6.29
2008-07-21,6.29
2008-07-22,6.29
2008-07-23,6.29
2008-07-24,6.29
2008-07-25,6.29
2008-07-26,6.29
2008-07-27,6.29
2008-07-28,6.29
2008-07-29,6.29
2008-07-30,6.29
2008-07-31,6.29
2008-08-01,6.19
2008-08-02,6.19
2008-08-03,6.19
2008-08-04,6.19
2008-08-05,6.19
2008-08-06,6.19
2008-08-07,6.19
2008-08-08,6.19
2008-08-09,6.19
2008-08-10,6.19
2008-08-11,6.19
2008-08-12,6.19
2008-08-13,6.19
2008-08-14,6.19
2008-08-15,6.19
2008-08-16,6.19
2008-08-17,6.19
2008-08-18,6.19
2008-08-19,6.19
2008-08-20,6.19
2008-08-21,6.19
2008-08-22,6.19
2008-08-23,6.19
2008-08-24,6.19
2008-08-25,6.19
2008-08-26,6.19
2008-08-27,6.19
2008-08-28,6.19
2008-08-29,6.19
2008-08-30,6.19
2008-08-31,6.19
2008-09-01,6.3
2008-09-02,6.3
2008-09-03,6.3
2008-09-04,6.3
2008-09-05,6.3
2008-09-06,6.3
2008-09-07,6.3
2008-09-08,6.3
2008-09-09,6.3
2008-09-10,6.3
2008-09-11,6.3
2008-09-12,6.3
2008-09-13,6.3
2008-09-14,6.3
2008-09-15,6.3
2008-09-16,6.3
2008-09-17,6.3
2008-09-18,6.3
2008-09-19,6.3
2008-09-20,6.3
2008-09-21,6.3
2008-09-22,6.3
2008-09-23,6.3
2008-09-24,6.3
2008-09-25,6.3
2008-09-26,6.3
2008-09-27,6.3
2008-09-28,6.3
2008-09-29,6.3
2008-09-30,6.3
2008-10-01,5.85
2008-10-02,5.85
2008-10-03,5.85
2008-10-04,5.85
2008-10-05,5.85
2008-10-06,5.85
2008-10-07,5.85
2008-10-08,5.85
2008-10-09,5.85
2008-10-10,5.85
2008-10-11,5.85
2008-10-12,5.85
2008-10-13,5.85
2008-10-14,5.85
2008-10-15,5.85
2008-10-16,5.85
2008-10-17,5.85
2008-10-18,5.85
2008-10-19,5.85
2008-10-20,5.85
2008-10-21,5.85
2008-10-22,5.85
2008-10-23,5.85
2008-10-24,5.85
2008-10-25,5.85
2008-10-26,5.85
2008-10-27,5.85
2008-10-28,5.85
2008-10-29,5.85
2008-10-30,5.85
2008-10-31,5.85
2008-11-01,6.05
2008-11-02,6.05
2008-11-03,6.05
2008-11-04,6.05
2008-11-05,6.05
2008-11-06,6.05
2008-11-07,6.05
2008-11-08,6.05
2008-11-09,6.05
2008-11-10,6.05
2008-11-11,6.05
2008-11-12,6.05
2008-11-13,6.05
2008-11-14,6.05
2008-11-15,6.05
2008-11-16,6.05
2008-11-17,6.05
2008-11-18,6.05
2008-11-19,6.05
2008-11-20,6.05
2008-11-21,6.05
2008-11-22,6.05
2008-11-23,6.05
2008-11-24,6.05
2008-11-25,6.05
2008-11-26,6.05
2008-11-27,6.05
2008-11-28,6.05
2008-11-29,6.05
2008-11-30,6.05
2008-12-01,5.29
2008-12-02,5.29
2008-12-03,5.29
2008-12-04,5.29
2008-12-05,5.29
2008-12-06,5.29
2008-12-07,5.29
2008-12-08,5.29
2008-12-09,5.29
2008-12-10,5.29
2008-12-11,5.29
2008-12-12,5.29
2008-12-13,5.29
2008-12-14,5.29
2008-12-15,5.29
2008-12-16,5.29
2008-12-17,5.29
2008-12-18,5.29
2008-12-19,5.29
2008-12-20,5.29
2008-12-21,5.29
2008-12-22,5.29
2008-12-23,5.29
2008-12-24,5.29
2008-12-25,5.29
2008-12-26,5.29
2008-12-27,5.29
2008-12-28,5.29
2008-12-29,5.29
2008-12-30,5.29
2008-12-31,5.29
2009-01-01,4.57
2009-01-02,4.57
2009-01-03,4.57
2009-01-04,4.57
2009-01-05,4.57
2009-01-06,4.57
2009-01-07,4.57
2009-01-08,4.57
2009-01-09,4.57
2009-01-10,4.57
2009-01-11,4.57
2009-01-12,4.57
2009-01-13,4.57
2009-01-14,4.57
2009-01-15,4.57
2009-01-16,4.57
2009-01-17,4.57
2009-01-18,4.57
2009-01-19,4.57
2009-01-20,4.57
2009-01-21,4.57
2009-01-22,4.57
2009-01-23,4.57
2009-01-24,4.57
2009-01-25,4.57
2009-01-26,4.57
2009-01-27,4.57
2009-01-28,4.57
2009-01-29,4.57
2009-01-30,4.57
2009-01-31,4.57
2009-02-01,5.17
2009-02-02,5.17
2009-02-03,5.17
2009-02-04,5.17
2009-02-05,5.17
2009-02-06,5.17
2009-02-07,5.17
2009-02-08,5.17
2009-02-09,5.17
2009-02-10,5.17
2009-02-11,5.17
2009-02-12,5.17
2009-02-13,5.17
2009-02-14,5.17
2009-02-15,5.17
2009-02-16,5.17
2009-02-17,5.17
2009-02-18,5.17
2009-02-19,5.17
2009-02-20,5.17
2009-02-21,5.17
2009-02-22,5.17
2009-02-23,5.17
2009-02-24,5.17
2009-02-25,5.17
2009-02-26,5.17
2009-02-27,5.17
2009-02-28,5.17
2009-03-01,4.96
2009-03-02,4.96
2009-03-03,4.96
2009-03-04,4.96
2009-03-05,4.96
2009-03-06,4.96
2009-03-07,4.96
2009-03-08,4.96
2009-03-09,4.96
2009-03-10,4.96
2009-03-11,4.96
2009-03-12,4.96
2009-03-13,4.96
2009-03-14,4.96
2009-03-15,4.96
2009-03-16,4.96
2009-03-17,4.96
2009-03-18,4.96
2009-03-19,4.96
2009-03-20,4.96
2009-03-21,4.96
2009-03-22,4.96
2009-03-23,4.96
2009-03-24,4.96
2009-03-25,4.96
2009-03-26,4.96
2009-03-27,4.96
2009-03-28,4.96
2009-03-29,4.96
2009-03-30,4.96
2009-03-31,4.96
2009-04-01,4.77
2009-04-02,4.77
2009-04-03,4.77
2009-04-04,4.77
2009-04-05,4.77
2009-04-06,4.77
2009-04-07,4.77
2009-04-08,4.77
2009-04-09,4.77
2009-04-10,4.77
2009-04-11,4.77
2009-04-12,4.77
2009-04-13,4.77
2009-04-14,4.77
2009-04-15,4.77
2009-04-16,4.77
2009-04-17,4.77
2009-04-18,4.77
2009-04-19,4.77
2009-04-20,4.77
2009-04-21,4.77
2009-04-22,4.77
2009-04-23,4.77
2009-04-24,4.77
2009-04-25,4.77
2009-04-26,4.77
2009-04-27,4.77
2009-04-28,4.77
2009-04-29,4.77
2009-04-30,4.77
2009-05-01,4.91
2009-05-02,4.91
2009-05-03,4.91
2009-05-04,4.91
2009-05-05,4.91
2009-05-06,4.91
2009-05-07,4.91
2009-05-08,4.91
2009-05-09,4.91
2009-05-10,4.91
2009-05-11,4.91
2009-05-12,4.91
2009-05-13,4.91
2009-05-14,4.91
2009-05-15,4.91
2009-05-16,4.91
2009-05-17,4.91
2009-05-18,4.91
2009-05-19,4.91
2009-05-20,4.91
2009-05-21,4.91
2009-05-22,4.91
2009-05-23,4.91
2009-05-24,4.91
2009-05-25,4.91
2009-05-26,4.91
2009-05-27,4.91
2009-05-28,4.91
2009-05-29,4.91
2009-05-30,4.91
2009-05-31,4.91
2009-06-01,5.13
2009-06-02,5.13
2009-06-03,5.13
2009-06-04,5.13
2009-06-05,5.13
2009-06-06,5.13
2009-06-07,5.13
2009-06-08,5.13
2009-06-09,5.13
2009-06-10,5.13
2009-06-11,5.13
2009-06-12,5.13
2009-06-13,5.13
2009-06-14,5.13
2009-06-15,5.13
2009-06-16,5.13
2009-06-17,5.13
2009-06-18,5.13
2009-06-19,5.13
2009-06-20,5.13
2009-06-21,5.13
2009-06-22,5.13
2009-06-23,5.13
2009-06-24,5.13
2009-06-25,5.13
2009-06-26,5.13
2009-06-27,5.13
2009-06-28,5.13
2009-06-29,5.13
2009-06-30,5.13
2009-07-01,5.13
2009-07-02,5.13
2009-07-03,5.13
2009-07-04,5.13
2009-07-05,5.13
2009-07-06,5.13
2009-07-07,5.13
2009-07-08,5.13
2009-07-09,5.13
2009-07-10,5.13
2009-07-11,5.13
2009-07-12,5.13
2009-07-13,5.13
2009-07-14,5.13
2009-07-15,5.13
2009-07-16,5.13
2009-07-17,5.13
2009-07-18,5.13
2009-07-19,5.13
2009-07-20,5.13
2009-07-21,5.13
2009-07-22,5.13
2009-07-23,5.13
2009-07-24,5.13
2009-07-25,5.13
2009-07-26,5.13
2009-07-27,5.13
2009-07-28,5.13
2009-07-29,5.13
2009-07-30,5.13
2009-07-31,5.13
2009-08-01,5.35
2009-08-02,5.35
2009-08-03,5.35
2009-08-04,5.35
2009-08-05,5.35
2009-08-06,5.35
2009-08-07,5.35
2009-08-08,5.35
2009-08-09,5.35
2009-08-10,5.35
2009-08-11,5.35
2009-08-12,5.35
2009-08-13,5.35
2009-08-14,5.35
2009-08-15,5.35
2009-08-16,5.35
2009-08-17,5.35
2009-08-18,5.35
2009-08-19,5.35
2009-08-20,5.35
2009-08-21,5.35
2009-08-22,5.35
2009-08-23,5.35
2009-08-24,5.35
2009-08-25,5.35
2009-08-26,5.35
2009-08-27,5.35
2009-08-28,5.35
2009-08-29,5.35
2009-08-30,5.35
2009-08-31,5.35
2009-09-01,5.33
2009-09-02,5.33
2009-09-03,5.33
2009-09-04,5.33
2009-09-05,5.33
2009-09-06,5.33
2009-09-07,5.33
2009-09-08,5.33
2009-09-09,5.33
2009-09-10,5.33
2009-09-11,5.33
2009-09-12,5.33
2009-09-13,5.33
2009-09-14,5.33
2009-09-15,5.33
2009-09-16,5.33
2009-09-17,5.33
2009-09-18,5.33
2009-09-19,5.33
2009-09-20,5.33
2009-09-21,5.33
2009-09-22,5.33
2009-09-23,5.33
2009-09-24,5.33
2009-09-25,5.33
2009-09-26,5.33
2009-09-27,5.33
2009-09-28,5.33
2009-09-29,5.33
2009-09-30,5.33
2009-10-01,5.35
2009-10-02,5.35
2009-10-03,5.35
2009-10-04,5.35
2009-10-05,5.35
2009-10-06,5.35
2009-10-07,5.35
2009-10-08,5.35
2009-10-09,5.35
2009-10-10,5.35
2009-10-11,5.35
2009-10-12,5.35
2009-10-13,5.35
2009-10-14,5.35
2009-10-15,5.35
2009-10-16,5.35
2009-10-17,5.35
2009-10-18,5.35
2009-10-19,5.35
2009-10-20,5.35
2009-10-21,5.35
2009-10-22,5.35
2009-10-23,5.35
2009-10-24,5.35
2009-10-25,5.35
2009-10-26,5.35
2009-10-27,5.35
2009-10-28,5.35
2009-10-29,5.35
2009-10-30,5.35
2009-10-31,5.35
2009-11-01,5.29
2009-11-02,5.29
2009-11-03,5.29
2009-11-04,5.29
2009-11-05,5.29
2009-11-06,5.29
2009-11-07,5.29
2009-11-08,5.29
2009-11-09,5.29
2009-11-10,5.29
2009-11-11,5.29
2009-11-12,5.29
2009-11-13,5.29
2009-11-14,5.29
2009-11-15,5.29
2009-11-16,5.29
2009-11-17,5.29
2009-11-18,5.29
2009-11-19,5.29
2009-11-20,5.29
2009-11-21,5.29
2009-11-22,5.29
2009-11-23,5.29
2009-11-24,5.29
2009-11-25,5.29
2009-11-26,5.29
2009-11-27,5.29
2009-11-28,5.29
2009-11-29,5.29
2009-11-30,5.29
2009-12-01,5.25
2009-12-02,5.25
2009-12-03,5.25
2009-12-04,5.25
2009-12-05,5.25
2009-12-06,5.25
2009-12-07,5.25
2009-12-08,5.25
2009-12-09,5.25
2009-12-10,5.25
2009-12-11,5.25
2009-12-12,5.25
2009-12-13,5.25
2009-12-14,5.25
2009-12-15,5.25
2009-12-16,5.25
2009-12-17,5.25
2009-12-18,5.25
2009-12-19,5.25
2009-12-20,5.25
2009-12-21,5.25
2009-12-22,5.25
2009-12-23,5.25
2009-12-24,5.25
2009-12-25,5.25
2009-12-26,5.25
2009-12-27,5.25
2009-12-28,5.25
2009-12-29,5.25
2009-12-30,5.25
2009-12-31,5.25
2010-01-01,5.27
2010-01-02,5.27
2010-01-03,5.27
2010-01-04,5.27
2010-01-05,5.27
2010-01-06,5.27
2010-01-07,5.27
2010-01-08,5.27
2010-01-09,5.27
2010-01-10,5.27
2010-01-11,5.27
2010-01-12,5.27
2010-01-13,5.27
2010-01-14,5.27
2010-01-15,5.27
2010-01-16,5.27
2010-01-17,5.27
2010-01-18,5.27
2010-01-19,5.27
2010-01-20,5.27
2010-01-21,5.27
2010-01-22,5.27
2010-01-23,5.27
2010-01-24,5.27
2010-01-25,5.27
2010-01-26,5.27
2010-01-27,5.27
2010-01-28,5.27
2010-01-29,5.27
2010-01-30,5.27
2010-01-31,5.27
2010-02-01,5.09
2010-02-02,5.09
2010-02-03,5.09
2010-02-04,5.09
2010-02-05,5.09
2010-02-06,5.09
2010-02-07,5.09
2010-02-08,5.09
2010-02-09,5.09
2010-02-10,5.09
2010-02-11,5.09
2010-02-12,5.09
2010-02-13,5.09
2010-02-14,5.09
2010-02-15,5.09
2010-02-16,5.09
2010-02-17,5.09
2010-02-18,5.09
2010-02-19,5.09
2010-02-20,5.09
2010-02-21,5.09
2010-02-22,5.09
2010-02-23,5.09
2010-02-24,5.09
2010-02-25,5.09
2010-02-26,5.09
2010-02-27,5.09
2010-02-28,5.09
2010-03-01,4.68
2010-03-02,4.68
2010-03-03,4.68
2010-03-04,4.68
2010-03-05,4.68
2010-03-06,4.68
2010-03-07,4.68
2010-03-08,4.68
2010-03-09,4.68
2010-03-10,4.68
2010-03-11,4.68
2010-03-12,4.68
2010-03-13,4.68
2010-03-14,4.68
2010-03-15,4.68
2010-03-16,4.68
2010-03-17,4.68
2010-03-18,4.68
2010-03-19,4.68
2010-03-20,4.68
2010-03-21,4.68
2010-03-22,4.68
2010-03-23,4.68
2010-03-24,4.68
2010-03-25,4.68
2010-03-26,4.68
2010-03-27,4.68
2010-03-28,4.68
2010-03-29,4.68
2010-03-30,4.68
2010-03-31,4.68
2010-04-01,4.63
2010-04-02,4.63
2010-04-03,4.63
2010-04-04,4.63
2010-04-05,4.63
2010-04-06,4.63
2010-04-07,4.63
2010-04-08,4.63
2010-04-09,4.63
2010-04-10,4.63
2010-04-11,4.63
2010-04-12,4.63
2010-04-13,4.63
2010-04-14,4.63
2010-04-15,4.63
2010-04-16,4.63
2010-04-17,4.63
2010-04-18,4.63
2010-04-19,4.63
2010-04-20,4.63
2010-04-21,4.63
2010-04-22,4.63
2010-04-23,4.63
2010-04-24,4.63
2010-04-25,4.63
2010-04-26,4.63
2010-04-27,4.63
2010-04-28,4.63
2010-04-29,4.63
2010-04-30,4.63
2010-05-01,4.68
2010-05-02,4.68
2010-05-03,4.68
2010-05-04,4.68
2010-05-05,4.68
2010-05-06,4.68
2010-05-07,4.68
2010-05-08,4.68
2010-05-09,4.68
2010-05-10,4.68
2010-05-11,4.68
2010-05-12,4.68
2010-05-13,4.68
2010-05-14,4.68
2010-05-15,4.68
2010-05-16,4.68
2010-05-17,4.68
2010-05-18,4.68
2010-05-19,4.68
2010-05-20,4.68
2010-05-21,4.68
2010-05-22,4.68
2010-05-23,4.68
2010-05-24,4.68
2010-05-25,4.68
2010-05-26,4.68
2010-05-27,4.68
2010-05-28,4.68
2010-05-29,4.68
2010-05-30,4.68
2010-05-31,4.68
2010-06-01,4.76
2010-06-02,4.76
2010-06-03,4.76
2010-06-04,4.76
2010-06-05,4.76
2010-06-06,4.76
2010-06-07,4.76
2010-06-08,4.76
2010-06-09,4.76
2010-06-10,4.76
2010-06-11,4.76
2010-06-12,4.76
2010-06-13,4.76
2010-06-14,4.76
2010-06-15,4.76
2010-06-16,4.76
2010-06-17,4.76
2010-06-18,4.76
2010-06-19,4.76
2010-06-20,4.76
2010-06-21,4.76
2010-06-22,4.76
2010-06-23,4.76
2010-06-24,4.76
2010-06-25,4.76
2010-06-26,4.76
2010-06-27,4.76
2010-06-28,4.76
2010-06-29,4.76
2010-06-30,4.76
2010-07-01,4.82
2010-07-02,4.82
2010-07-03,4.82
2010-07-04,4.82
2010-07-05,4.82
2010-07-06,4.82
2010-07-07,4.82
2010-07-08,4.82
2010-07-09,4.82
2010-07-10,4.82
2010-07-11,4.82
2010-07-12,4.82
2010-07-13,4.82
2010-07-14,4.82
2010-07-15,4.82
2010-07-16,4.82
2010-07-17,4.82
2010-07-18,4.82
2010-07-19,4.82
2010-07-20,4.82
2010-07-21,4.82
2010-07-22,4.82
2010-07-23,4.82
2010-07-24,4.82
2010-07-25,4.82
2010-07-26,4.82
2010-07-27,4.82
2010-07-28,4.82
2010-07-29,4.82
2010-07-30,4.82
2010-07-31,4.82
2010-08-01,4.63
2010-08-02,4.63
2010-08-03,4.63
2010-08-04,4.63
2010-08-05,4.63
2010-08-06,4.63
2010-08-07,4.63
2010-08-08,4.63
2010-08-09,4.63
2010-08-10,4.63
2010-08-11,4.63
2010-08-12,4.63
2010-08-13,4.63
2010-08-14,4.63
2010-08-15,4.63
2010-08-16,4.63
2010-08-17,4.63
2010-08-18,4.63
2010-08-19,4.63
2010-08-20,4.63
2010-08-21,4.63
2010-08-22,4.63
2010-08-23,4.63
2010-08-24,4.63
2010-08-25,4.63
2010-08-26,4.63
2010-08-27,4.63
2010-08-28,4.63
2010-08-29,4.63
2010-08-30,4.63
2010-08-31,4.63
2010-09-01,4.15
2010-09-02,4.15
2010-09-03,4.15
2010-09-04,4.15
2010-09-05,4.15
2010-09-06,4.15
2010-09-07,4.15
2010-09-08,4.15
2010-09-09,4.15
2010-09-10,4.15
2010-09-11,4.15
2010-09-12,4.15
2010-09-13,4.15
2010-09-14,4.15
2010-09-15,4.15
2010-09-16,4.15
2010-09-17,4.15
2010-09-18,4.15
2010-09-19,4.15
2010-09-20,4.15
2010-09-21,4.15
2010-09-22,4.15
2010-09-23,4.15
2010-09-24,4.15
2010-09-25,4.15
2010-09-26,4.15
2010-09-27,4.15
2010-09-28,4.15
2010-09-29,4.15
2010-09-30,4.15
2010-10-01,3.87
2010-10-02,3.87
2010-10-03,3.87
2010-10-04,3.87
2010-10-05,3.87
2010-10-06,3.87
2010-10-07,3.87
2010-10-08,3.87
2010-10-09,3.87
2010-10-10,3.87
2010-10-11,3.87
2010-10-12,3.87
2010-10-13,3.87
2010-10-14,3.87
2010-10-15,3.87
2010-10-16,3.87
2010-10-17,3.87
2010-10-18,3.87
2010-10-19,3.87
2010-10-20,3.87
2010-10-21,3.87
2010-10-22,3.87
2010-10-23,3.87
2010-10-24,3.87
2010-10-25,3.87
2010-10-26,3.87
2010-10-27,3.87
2010-10-28,3.87
2010-10-29,3.87
2010-10-30,3.87
2010-10-31,3.87
2010-11-01,4.24
2010-11-02,4.24
2010-11-03,4.24
2010-11-04,4.24
2010-11-05,4.24
2010-11-06,4.24
2010-11-07,4.24
2010-11-08,4.24
2010-11-09,4.24
2010-11-10,4.24
2010-11-11,4.24
2010-11-12,4.24
2010-11-13,4.24
2010-11-14,4.24
2010-11-15,4.24
2010-11-16,4.24
2010-11-17,4.24
2010-11-18,4.24
2010-11-19,4.24
2010-11-20,4.24
2010-11-21,4.24
2010-11-22,4.24
2010-11-23,4.24
2010-11-24,4.24
2010-11-25,4.24
2010-11-26,4.24
2010-11-27,4.24
2010-11-28,4.24
2010-11-29,4.24
2010-11-30,4.24
2010-12-01,4.21
2010-12-02,4.21
2010-12-03,4.21
2010-12-04,4.21
2010-12-05,4.21
2010-12-06,4.21
2010-12-07,4.21
2010-12-08,4.21
2010-12-09,4.21
2010-12-10,4.21
2010-12-11,4.21
2010-12-12,4.21
2010-12-13,4.21
2010-12-14,4.21
2010-12-15,4.21
2010-12-16,4.21
2010-12-17,4.21
2010-12-18,4.21
2010-12-19,4.21
2010-12-20,4.21
2010-12-21,4.21
2010-12-22,4.21
2010-12-23,4.21
2010-12-24,4.21
2010-12-25,4.21
2010-12-26,4.21
2010-12-27,4.21
2010-12-28,4.21
2010-12-29,4.21
2010-12-30,4.21
2010-12-31,4.21
2011-01-01,4.5
2011-01-02,4.5
2011-01-03,4.5
2011-01-04,4.5
2011-01-05,4.5
2011-01-06,4.5
2011-01-07,4.5
2011-01-08,4.5
2011-01-09,4.5
2011-01-10,4.5
2011-01-11,4.5
2011-01-12,4.5
2011-01-13,4.5
2011-01-14,4.5
2011-01-15,4.5
2011-01-16,4.5
2011-01-17,4.5
2011-01-18,4.5
2011-01-19,4.5
2011-01-20,4.5
2011-01-21,4.5
2011-01-22,4.5
2011-01-23,4.5
2011-01-24,4.5
2011-01-25,4.5
2011-01-26,4.5
2011-01-27,4.5
2011-01-28,4.5
2011-01-29,4.5
2011-01-30,4.5
2011-01-31,4.5
2011-02-01,4.59
2011-02-02,4.59
2011-02-03,4.59
2011-02-04,4.59
2011-02-05,4.59
2011-02-06,4.59
2011-02-07,4.59
2011-02-08,4.59
2011-02-09,4.59
2011-02-10,4.59
2011-02-11,4.59
2011-02-12,4.59
2011-02-13,4.59
2011-02-14,4.59
2011-02-15,4.59
2011-02-16,4.59
2011-02-17,4.59
2011-02-18,4.59
2011-02-19,4.59
2011-02-20,4.59
2011-02-21,4.59
2011-02-22,4.59
2011-02-23,4.59
2011-02-24,4.59
2011-02-25,4.59
2011-02-26,4.59
2011-02-27,4.59
2011-02-28,4.59
2011-03-01,4.27
2011-03-02,4.27
2011-03-03,4.27
2011-03-04,4.27
2011-03-05,4.27
2011-03-06,4.27
2011-03-07,4.27
2011-03-08,4.27
2011-03-09,4.27
2011-03-10,4.27
2011-03-11,4.27
2011-03-12,4.27
2011-03-13,4.27
2011-03-14,4.27
2011-03-15,4.27
2011-03-16,4.27
2011-03-17,4.27
2011-03-18,4.27
2011-03-19,4.27
2011-03-20,4.27
2011-03-21,4.27
2011-03-22,4.27
2011-03-23,4.27
2011-03-24,4.27
2011-03-25,4.27
2011-03-26,4.27
2011-03-27,4.27
2011-03-28,4.27
2011-03-29,4.27
2011-03-30,4.27
2011-03-31,4.27
2011-04-01,4.29
2011-04-02,4.29
2011-04-03,4.29
2011-04-04,4.29
2011-04-05,4.29
2011-04-06,4.29
2011-04-07,4.29
2011-04-08,4.29
2011-04-09,4.29
2011-04-10,4.29
2011-04-11,4.29
2011-04-12,4.29
2011-04-13,4.29
2011-04-14,4.29
2011-04-15,4.29
2011-04-16,4.29
2011-04-17,4.29
2011-04-18,4.29
2011-04-19,4.29
2011-04-20,4.29
2011-04-21,4.29
2011-04-22,4.29
2011-04-23,4.29
2011-04-24,4.29
2011-04-25,4.29
2011-04-26,4.29
2011-04-27,4.29
2011-04-28,4.29
2011-04-29,4.29
2011-04-30,4.29
2011-05-01,4.16
2011-05-02,4.16
2011-05-03,4.16
2011-05-04,4.16
2011-05-05,4.16
2011-05-06,4.16
2011-05-07,4.16
2011-05-08,4.16
2011-05-09,4.16
2011-05-10,4.16
2011-05-11,4.16
2011-05-12,4.16
2011-05-13,4.16
2011-05-14,4.16
2011-05-15,4.16
2011-05-16,4.16
2011-05-17,4.16
2011-05-18,4.16
2011-05-19,4.16
2011-05-20,4.16
2011-05-21,4.16
2011-05-22,4.16
2011-05-23,4.16
2011-05-24,4.16
2011-05-25,4.16
2011-05-26,4.16
2011-05-27,4.16
2011-05-28,4.16
2011-05-29,4.16
2011-05-30,4.16
2011-05-31,4.16
2011-06-01,4.11
2011-06-02,4.11
2011-06-03,4.11
2011-06-04,4.11
2011-06-05,4.11
2011-06-06,4.11
2011-06-07,4.11
2011-06-08,4.11
2011-06-09,4.11
2011-06-10,4.11
2011-06-11,4.11
2011-06-12,4.11
2011-06-13,4.11
2011-06-14,4.11
2011-06-15,4.11
2011-06-16,4.11
2011-06-17,4.11
2011-06-18,4.11
2011-06-19,4.11
2011-06-20,4.11
2011-06-21,4.11
2011-06-22,4.11
2011-06-23,4.11
2011-06-24,4.11
2011-06-25,4.11
2011-06-26,4.11
2011-06-27,4.11
2011-06-28,4.11
2011-06-29,4.11
2011-06-30,4.11
2011-07-01,4.15
2011-07-02,4.15
2011-07-03,4.15
2011-07-04,4.15
2011-07-05,4.15
2011-07-06,4.15
2011-07-07,4.15
2011-07-08,4.15
2011-07-09,4.15
2011-07-10,4.15
2011-07-11,4.15
2011-07-12,4.15
2011-07-13,4.15
2011-07-14,4.15
2011-07-15,4.15
2011-07-16,4.15
2011-07-17,4.15
2011-07-18,4.15
2011-07-19,4.15
2011-07-20,4.15
2011-07-21,4.15
2011-07-22,4.15
2011-07-23,4.15
2011-07-24,4.15
2011-07-25,4.15
2011-07-26,4.15
2011-07-27,4.15
2011-07-28,4.15
2011-07-29,4.15
2011-07-30,4.15
2011-07-31,4.15
2011-08-01,3.92
2011-08-02,3.92
2011-08-03,3.92
2011-08-04,3.92
2011-08-05,3.92
2011-08-06,3.92
2011-08-07,3.92
2011-08-08,3.92
2011-08-09,3.92
2011-08-10,3.92
2011-08-11,3.92
2011-08-12,3.92
2011-08-13,3.92
2011-08-14,3.92
2011-08-15,3.92
2011-08-16,3.92
2011-08-17,3.92
2011-08-18,3.92
2011-08-19,3.92
2011-08-20,3.92
2011-08-21,3.92
2011-08-22,3.92
2011-08-23,3.92
2011-08-24,3.92
2011-08-25,3.92
2011-08-26,3.92
2011-08-27,3.92
2011-08-28,3.92
2011-08-29,3.92
2011-08-30,3.92
2011-08-31,3.92
2011-09-01,3.78
2011-09-02,3.78
2011-09-03,3.78
2011-09-04,3.78
2011-09-05,3.78
2011-09-06,3.78
2011-09-07,3.78
2011-09-08,3.78
2011-09-09,3.78
2011-09-10,3.78
2011-09-11,3.78
2011-09-12,3.78
2011-09-13,3.78
2011-09-14,3.78
2011-09-15,3.78
2011-09-16,3.78
2011-09-17,3.78
2011-09-18,3.78
2011-09-19,3.78
2011-09-20,3.78
2011-09-21,3.78
2011-09-22,3.78
2011-09-23,3.78
2011-09-24,3.78
2011-09-25,3.78
2011-09-26,3.78
2011-09-27,3.78
2011-09-28,3.78
2011-09-29,3.78
2011-09-30,3.78
2011-10-01,3.88
2011-10-02,3.88
2011-10-03,3.88
2011-10-04,3.88
2011-10-05,3.88
2011-10-06,3.88
2011-10-07,3.88
2011-10-08,3.88
2011-10-09,3.88
2011-10-10,3.88
2011-10-11,3.88
2011-10-12,3.88
2011-10-13,3.88
2011-10-14,3.88
2011-10-15,3.88
2011-10-16,3.88
2011-10-17,3.88
2011-10-18,3.88
2011-10-19,3.88
2011-10-20,3.88
2011-10-21,3.88
2011-10-22,3.88
2011-10-23,3.88
2011-10-24,3.88
2011-10-25,3.88
2011-10-26,3.88
2011-10-27,3.88
2011-10-28,3.88
2011-10-29,3.88
2011-10-30,3.88
2011-10-31,3.88
2011-11-01,3.82
2011-11-02,3.82
2011-11-03,3.82
2011-11-04,3.82
2011-11-05,3.82
2011-11-06,3.82
2011-11-07,3.82
2011-11-08,3.82
2011-11-09,3.82
2011-11-10,3.82
2011-11-11,3.82
2011-11-12,3.82
2011-11-13,3.82
2011-11-14,3.82
2011-11-15,3.82
2011-11-16,3.82
2011-11-17,3.82
2011-11-18,3.82
2011-11-19,3.82
2011-11-20,3.82
2011-11-21,3.82
2011-11-22,3.82
2011-11-23,3.82
2011-11-24,3.82
2011-11-25,3.82
2011-11-26,3.82
2011-11-27,3.82
