date,kr_interest
2011-11-28,3.82
2011-11-29,3.82
2011-11-30,3.82
2011-12-01,3.8
2011-12-02,3.8
2011-12-03,3.8
2011-12-04,3.8
2011-12-05,3.8
2011-12-06,3.8
2011-12-07,3.8
2011-12-08,3.8
2011-12-09,3.8
2011-12-10,3.8
2011-12-11,3.8
2011-12-12,3.8
2011-12-13,3.8
2011-12-14,3.8
2011-12-15,3.8
2011-12-16,3.8
2011-12-17,3.8
2011-12-18,3.8
2011-12-19,3.8
2011-12-20,3.8
2011-12-21,3.8
2011-12-22,3.8
2011-12-23,3.8
2011-12-24,3.8
2011-12-25,3.8
2011-12-26,3.8
2011-12-27,3.8
2011-12-28,3.8
2011-12-29,3.8
2011-12-30,3.8
2011-12-31,3.8
2012-01-01,3.78
2012-01-02,3.78
2012-01-03,3.78
2012-01-04,3.78
2012-01-05,3.78
2012-01-06,3.78
2012-01-07,3.78
2012-01-08,3.78
2012-01-09,3.78
2012-01-10,3.78
2012-01-11,3.78
2012-01-12,3.78
2012-01-13,3.78
2012-01-14,3.78
2012-01-15,3.78
2012-01-16,3.78
2012-01-17,3.78
2012-01-18,3.78
2012-01-19,3.78
2012-01-20,3.78
2012-01-21,3.78
2012-01-22,3.78
2012-01-23,3.78
2012-01-24,3.78
2012-01-25,3.78
2012-01-26,3.78
2012-01-27,3.78
2012-01-28,3.78
2012-01-29,3.78
2012-01-30,3.78
2012-01-31,3.78
2012-02-01,3.79
2012-02-02,3.79
2012-02-03,3.79
2012-02-04,3.79
2012-02-05,3.79
2012-02-06,3.79
2012-02-07,3.79
2012-02-08,3.79
2012-02-09,3.79
2012-02-10,3.79
2012-02-11,3.79
2012-02-12,3.79
2012-02-13,3.79
2012-02-14,3.79
2012-02-15,3.79
2012-02-16,3.79
2012-02-17,3.79
2012-02-18,3.79
2012-02-19,3.79
2012-02-20,3.79
2012-02-21,3.79
2012-02-22,3.79
2012-02-23,3.79
2012-02-24,3.79
2012-02-25,3.79
2012-02-26,3.79
2012-02-27,3.79
2012-02-28,3.79
2012-02-29,3.79
2012-03-01,3.89
2012-03-02,3.89
2012-03-03,3.89
2012-03-04,3.89
2012-03-05,3.89
2012-03-06,3.89
2012-03-07,3.89
2012-03-08,3.89
2012-03-09,3.89
2012-03-10,3.89
2012-03-11,3.89
2012-03-12,3.89
2012-03-13,3.89
2012-03-14,3.89
2012-03-15,3.89
2012-03-16,3.89
2012-03-17,3.89
2012-03-18,3.89
2012-03-19,3.89
2012-03-20,3.89
2012-03-21,3.89
2012-03-22,3.89
2012-03-23,3.89
2012-03-24,3.89
2012-03-25,3.89
2012-03-26,3.89
2012-03-27,3.89
2012-03-28,3.89
2012-03-29,3.89
2012-03-30,3.89
2012-03-31,3.89
2012-04-01,3.85
2012-04-02,3.85
2012-04-03,3.85
2012-04-04,3.85
2012-04-05,3.85
2012-04-06,3.85
2012-04-07,3.85
2012-04-08,3.85
2012-04-09,3.85
2012-04-10,3.85
2012-04-11,3.85
2012-04-12,3.85
2012-04-13,3.85
2012-04-14,3.85
2012-04-15,3.85
2012-04-16,3.85
2012-04-17,3.85
2012-04-18,3.85
2012-04-19,3.85
2012-04-20,3.85
2012-04-21,3.85
2012-04-22,3.85
2012-04-23,3.85
2012-04-24,3.85
2012-04-25,3.85
2012-04-26,3.85
2012-04-27,3.85
2012-04-28,3.85
2012-04-29,3.85
2012-04-30,3.85
2012-05-01,3.71
2012-05-02,3.71
2012-05-03,3.71
2012-05-04,3.71
2012-05-05,3.71
2012-05-06,3.71
2012-05-07,3.71
2012-05-08,3.71
2012-05-09,3.71
2012-05-10,3.71
2012-05-11,3.71
2012-05-12,3.71
2012-05-13,3.71
2012-05-14,3.71
2012-05-15,3.71
2012-05-16,3.71
2012-05-17,3.71
2012-05-18,3.71
2012-05-19,3.71
2012-05-20,3.71
2012-05-21,3.71
2012-05-22,3.71
2012-05-23,3.71
2012-05-24,3.71
2012-05-25,3.71
2012-05-26,3.71
2012-05-27,3.71
2012-05-28,3.71
2012-05-29,3.71
2012-05-30,3.71
2012-05-31,3.71
2012-06-01,3.63
2012-06-02,3.63
2012-06-03,3.63
2012-06-04,3.63
2012-06-05,3.63
2012-06-06,3.63
2012-06-07,3.63
2012-06-08,3.63
2012-06-09,3.63
2012-06-10,3.63
2012-06-11,3.63
2012-06-12,3.63
2012-06-13,3.63
2012-06-14,3.63
2012-06-15,3.63
2012-06-16,3.63
2012-06-17,3.63
2012-06-18,3.63
2012-06-19,3.63
2012-06-20,3.63
2012-06-21,3.63
2012-06-22,3.63
2012-06-23,3.63
2012-06-24,3.63
2012-06-25,3.63
2012-06-26,3.63
2012-06-27,3.63
2012-06-28,3.63
2012-06-29,3.63
2012-06-30,3.63
2012-07-01,3.33
2012-07-02,3.33
2012-07-03,3.33
2012-07-04,3.33
2012-07-05,3.33
2012-07-06,3.33
2012-07-07,3.33
2012-07-08,3.33
2012-07-09,3.33
2012-07-10,3.33
2012-07-11,3.33
2012-07-12,3.33
2012-07-13,3.33
2012-07-14,3.33
2012-07-15,3.33
2012-07-16,3.33
2012-07-17,3.33
2012-07-18,3.33
2012-07-19,3.33
2012-07-20,3.33
2012-07-21,3.33
2012-07-22,3.33
2012-07-23,3.33
2012-07-24,3.33
2012-07-25,3.33
2012-07-26,3.33
2012-07-27,3.33
2012-07-28,3.33
2012-07-29,3.33
2012-07-30,3.33
2012-07-31,3.33
2012-08-01,3.07
2012-08-02,3.07
2012-08-03,3.07
2012-08-04,3.07
2012-08-05,3.07
2012-08-06,3.07
2012-08-07,3.07
2012-08-08,3.07
2012-08-09,3.07
2012-08-10,3.07
2012-08-11,3.07
2012-08-12,3.07
2012-08-13,3.07
2012-08-14,3.07
2012-08-15,3.07
2012-08-16,3.07
2012-08-17,3.07
2012-08-18,3.07
2012-08-19,3.07
2012-08-20,3.07
2012-08-21,3.07
2012-08-22,3.07
2012-08-23,3.07
2012-08-24,3.07
2012-08-25,3.07
2012-08-26,3.07
2012-08-27,3.07
2012-08-28,3.07
2012-08-29,3.07
2012-08-30,3.07
2012-08-31,3.07
2012-09-01,3.04
2012-09-02,3.04
2012-09-03,3.04
2012-09-04,3.04
2012-09-05,3.04
2012-09-06,3.04
2012-09-07,3.04
2012-09-08,3.04
2012-09-09,3.04
2012-09-10,3.04
2012-09-11,3.04
2012-09-12,3.04
2012-09-13,3.04
2012-09-14,3.04
2012-09-15,3.04
2012-09-16,3.04
2012-09-17,3.04
2012-09-18,3.04
2012-09-19,3.04
2012-09-20,3.04
2012-09-21,3.04
2012-09-22,3.04
2012-09-23,3.04
2012-09-24,3.04
2012-09-25,3.04
2012-09-26,3.04
2012-09-27,3.04
2012-09-28,3.04
2012-09-29,3.04
2012-09-30,3.04
2012-10-01,3.01
2012-10-02,3.01
2012-10-03,3.01
2012-10-04,3.01
2012-10-05,3.01
2012-10-06,3.01
2012-10-07,3.01
2012-10-08,3.01
2012-10-09,3.01
2012-10-10,3.01
2012-10-11,3.01
2012-10-12,3.01
2012-10-13,3.01
2012-10-14,3.01
2012-10-15,3.01
2012-10-16,3.01
2012-10-17,3.01
2012-10-18,3.01
2012-10-19,3.01
2012-10-20,3.01
2012-10-21,3.01
2012-10-22,3.01
2012-10-23,3.01
2012-10-24,3.01
2012-10-25,3.01
2012-10-26,3.01
2012-10-27,3.01
2012-10-28,3.01
2012-10-29,3.01
2012-10-30,3.01
2012-10-31,3.01
2012-11-01,3.01
2012-11-02,3.01
2012-11-03,3.01
2012-11-04,3.01
2012-11-05,3.01
2012-11-06,3.01
2012-11-07,3.01
2012-11-08,3.01
2012-11-09,3.01
2012-11-10,3.01
2012-11-11,3.01
2012-11-12,3.01
2012-11-13,3.01
2012-11-14,3.01
2012-11-15,3.01
2012-11-16,3.01
2012-11-17,3.01
2012-11-18,3.01
2012-11-19,3.01
2012-11-20,3.01
2012-11-21,3.01
2012-11-22,3.01
2012-11-23,3.01
2012-11-24,3.01
2012-11-25,3.01
2012-11-26,3.01
2012-11-27,3.01
2012-11-28,3.01
2012-11-29,3.01
2012-11-30,3.01
2012-12-01,3.09
2012-12-02,3.09
2012-12-03,3.09
2012-12-04,3.09
2012-12-05,3.09
2012-12-06,3.09
2012-12-07,3.09
2012-12-08,3.09
2012-12-09,3.09
2012-12-10,3.09
2012-12-11,3.09
2012-12-12,3.09
2012-12-13,3.09
2012-12-14,3.09
2012-12-15,3.09
2012-12-16,3.09
2012-12-17,3.09
2012-12-18,3.09
2012-12-19,3.09
2012-12-20,3.09
2012-12-21,3.09
2012-12-22,3.09
2012-12-23,3.09
2012-12-24,3.09
2012-12-25,3.09
2012-12-26,3.09
2012-12-27,3.09
2012-12-28,3.09
2012-12-29,3.09
2012-12-30,3.09
2012-12-31,3.09
2013-01-01,3.0
2013-01-02,3.0
2013-01-03,3.0
2013-01-04,3.0
2013-01-05,3.0
2013-01-06,3.0
2013-01-07,3.0
2013-01-08,3.0
2013-01-09,3.0
2013-01-10,3.0
2013-01-11,3.0
2013-01-12,3.0
2013-01-13,3.0
2013-01-14,3.0
2013-01-15,3.0
2013-01-16,3.0
2013-01-17,3.0
2013-01-18,3.0
2013-01-19,3.0
2013-01-20,3.0
2013-01-21,3.0
2013-01-22,3.0
2013-01-23,3.0
2013-01-24,3.0
2013-01-25,3.0
2013-01-26,3.0
2013-01-27,3.0
2013-01-28,3.0
2013-01-29,3.0
2013-01-30,3.0
2013-01-31,3.0
2013-02-01,2.94
2013-02-02,2.94
2013-02-03,2.94
2013-02-04,2.94
2013-02-05,2.94
2013-02-06,2.94
2013-02-07,2.94
2013-02-08,2.94
2013-02-09,2.94
2013-02-10,2.94
2013-02-11,2.94
2013-02-12,2.94
2013-02-13,2.94
2013-02-14,2.94
2013-02-15,2.94
2013-02-16,2.94
2013-02-17,2.94
2013-02-18,2.94
2013-02-19,2.94
2013-02-20,2.94
2013-02-21,2.94
2013-02-22,2.94
2013-02-23,2.94
2013-02-24,2.94
2013-02-25,2.94
2013-02-26,2.94
2013-02-27,2.94
2013-02-28,2.94
2013-03-01,2.83
2013-03-02,2.83
2013-03-03,2.83
2013-03-04,2.83
2013-03-05,2.83
2013-03-06,2.83
2013-03-07,2.83
2013-03-08,2.83
2013-03-09,2.83
2013-03-10,2.83
2013-03-11,2.83
2013-03-12,2.83
2013-03-13,2.83
2013-03-14,2.83
2013-03-15,2.83
2013-03-16,2.83
2013-03-17,2.83
2013-03-18,2.83
2013-03-19,2.83
2013-03-20,2.83
2013-03-21,2.83
2013-03-22,2.83
2013-03-23,2.83
2013-03-24,2.83
2013-03-25,2.83
2013-03-26,2.83
2013-03-27,2.83
2013-03-28,2.83
2013-03-29,2.83
2013-03-30,2.83
2013-03-31,2.83
2013-04-01,2.76
2013-04-02,2.76
2013-04-03,2.76
2013-04-04,2.76
2013-04-05,2.76
2013-04-06,2.76
2013-04-07,2.76
2013-04-08,2.76
2013-04-09,2.76
2013-04-10,2.76
2013-04-11,2.76
2013-04-12,2.76
2013-04-13,2.76
2013-04-14,2.76
2013-04-15,2.76
2013-04-16,2.76
2013-04-17,2.76
2013-04-18,2.76
2013-04-19,2.76
2013-04-20,2.76
2013-04-21,2.76
2013-04-22,2.76
2013-04-23,2.76
2013-04-24,2.76
2013-04-25,2.76
2013-04-26,2.76
2013-04-27,2.76
2013-04-28,2.76
2013-04-29,2.76
2013-04-30,2.76
2013-05-01,2.8
2013-05-02,2.8
2013-05-03,2.8
2013-05-04,2.8
2013-05-05,2.8
2013-05-06,2.8
2013-05-07,2.8
2013-05-08,2.8
2013-05-09,2.8
2013-05-10,2.8
2013-05-11,2.8
2013-05-12,2.8
2013-05-13,2.8
2013-05-14,2.8
2013-05-15,2.8
2013-05-16,2.8
2013-05-17,2.8
2013-05-18,2.8
2013-05-19,2.8
2013-05-20,2.8
2013-05-21,2.8
2013-05-22,2.8
2013-05-23,2.8
2013-05-24,2.8
2013-05-25,2.8
2013-05-26,2.8
2013-05-27,2.8
2013-05-28,2.8
2013-05-29,2.8
2013-05-30,2.8
2013-05-31,2.8
2013-06-01,3.19
2013-06-02,3.19
2013-06-03,3.19
2013-06-04,3.19
2013-06-05,3.19
2013-06-06,3.19
2013-06-07,3.19
2013-06-08,3.19
2013-06-09,3.19
2013-06-10,3.19
2013-06-11,3.19
2013-06-12,3.19
2013-06-13,3.19
2013-06-14,3.19
2013-06-15,3.19
2013-06-16,3.19
2013-06-17,3.19
2013-06-18,3.19
2013-06-19,3.19
2013-06-20,3.19
2013-06-21,3.19
2013-06-22,3.19
2013-06-23,3.19
2013-06-24,3.19
2013-06-25,3.19
2013-06-26,3.19
2013-06-27,3.19
2013-06-28,3.19
2013-06-29,3.19
2013-06-30,3.19
2013-07-01,3.34
2013-07-02,3.34
2013-07-03,3.34
2013-07-04,3.34
2013-07-05,3.34
2013-07-06,3.34
2013-07-07,3.34
2013-07-08,3.34
2013-07-09,3.34
2013-07-10,3.34
2013-07-11,3.34
2013-07-12,3.34
2013-07-13,3.34
2013-07-14,3.34
2013-07-15,3.34
2013-07-16,3.34
2013-07-17,3.34
2013-07-18,3.34
2013-07-19,3.34
2013-07-20,3.34
2013-07-21,3.34
2013-07-22,3.34
2013-07-23,3.34
2013-07-24,3.34
2013-07-25,3.34
2013-07-26,3.34
2013-07-27,3.34
2013-07-28,3.34
2013-07-29,3.34
2013-07-30,3.34
2013-07-31,3.34
2013-08-01,3.43
2013-08-02,3.43
2013-08-03,3.43
2013-08-04,3.43
2013-08-05,3.43
2013-08-06,3.43
2013-08-07,3.43
2013-08-08,3.43
2013-08-09,3.43
2013-08-10,3.43
2013-08-11,3.43
2013-08-12,3.43
2013-08-13,3.43
2013-08-14,3.43
2013-08-15,3.43
2013-08-16,3.43
2013-08-17,3.43
2013-08-18,3.43
2013-08-19,3.43
2013-08-20,3.43
2013-08-21,3.43
2013-08-22,3.43
2013-08-23,3.43
2013-08-24,3.43
2013-08-25,3.43
2013-08-26,3.43
2013-08-27,3.43
2013-08-28,3.43
2013-08-29,3.43
2013-08-30,3.43
2013-08-31,3.43
2013-09-01,3.39
2013-09-02,3.39
2013-09-03,3.39
2013-09-04,3.39
2013-09-05,3.39
2013-09-06,3.39
2013-09-07,3.39
2013-09-08,3.39
2013-09-09,3.39
2013-09-10,3.39
2013-09-11,3.39
2013-09-12,3.39
2013-09-13,3.39
2013-09-14,3.39
2013-09-15,3.39
2013-09-16,3.39
2013-09-17,3.39
2013-09-18,3.39
2013-09-19,3.39
2013-09-20,3.39
2013-09-21,3.39
2013-09-22,3.39
2013-09-23,3.39
2013-09-24,3.39
2013-09-25,3.39
2013-09-26,3.39
2013-09-27,3.39
2013-09-28,3.39
2013-09-29,3.39
2013-09-30,3.39
2013-10-01,3.31
2013-10-02,3.31
2013-10-03,3.31
2013-10-04,3.31
2013-10-05,3.31
2013-10-06,3.31
2013-10-07,3.31
2013-10-08,3.31
2013-10-09,3.31
2013-10-10,3.31
2013-10-11,3.31
2013-10-12,3.31
2013-10-13,3.31
2013-10-14,3.31
2013-10-15,3.31
2013-10-16,3.31
2013-10-17,3.31
2013-10-18,3.31
2013-10-19,3.31
2013-10-20,3.31
2013-10-21,3.31
2013-10-22,3.31
2013-10-23,3.31
2013-10-24,3.31
2013-10-25,3.31
2013-10-26,3.31
2013-10-27,3.31
2013-10-28,3.31
2013-10-29,3.31
2013-10-30,3.31
2013-10-31,3.31
2013-11-01,3.46
2013-11-02,3.46
2013-11-03,3.46
2013-11-04,3.46
2013-11-05,3.46
2013-11-06,3.46
2013-11-07,3.46
2013-11-08,3.46
2013-11-09,3.46
2013-11-10,3.46
2013-11-11,3.46
2013-11-12,3.46
2013-11-13,3.46
2013-11-14,3.46
2013-11-15,3.46
2013-11-16,3.46
2013-11-17,3.46
2013-11-18,3.46
2013-11-19,3.46
2013-11-20,3.46
2013-11-21,3.46
2013-11-22,3.46
2013-11-23,3.46
2013-11-24,3.46
2013-11-25,3.46
2013-11-26,3.46
2013-11-27,3.46
2013-11-28,3.46
2013-11-29,3.46
2013-11-30,3.46
2013-12-01,3.528
2013-12-02,3.528
2013-12-03,3.528
2013-12-04,3.528
2013-12-05,3.528
2013-12-06,3.528
2013-12-07,3.528
2013-12-08,3.528
2013-12-09,3.528
2013-12-10,3.528
2013-12-11,3.528
2013-12-12,3.528
2013-12-13,3.528
2013-12-14,3.528
2013-12-15,3.528
2013-12-16,3.528
2013-12-17,3.528
2013-12-18,3.528
2013-12-19,3.528
2013-12-20,3.528
2013-12-21,3.528
2013-12-22,3.528
2013-12-23,3.528
2013-12-24,3.528
2013-12-25,3.528
2013-12-26,3.528
2013-12-27,3.528
2013-12-28,3.528
2013-12-29,3.528
2013-12-30,3.528
2013-12-31,3.528
2014-01-01,3.493
2014-01-02,3.493
2014-01-03,3.493
2014-01-04,3.493
2014-01-05,3.493
2014-01-06,3.493
2014-01-07,3.493
2014-01-08,3.493
2014-01-09,3.493
2014-01-10,3.493
2014-01-11,3.493
2014-01-12,3.493
2014-01-13,3.493
2014-01-14,3.493
2014-01-15,3.493
2014-01-16,3.493
2014-01-17,3.493
2014-01-18,3.493
2014-01-19,3.493
2014-01-20,3.493
2014-01-21,3.493
2014-01-22,3.493
2014-01-23,3.493
2014-01-24,3.493
2014-01-25,3.493
2014-01-26,3.493
2014-01-27,3.493
2014-01-28,3.493
2014-01-29,3.493
2014-01-30,3.493
2014-01-31,3.493
2014-02-01,3.364
2014-02-02,3.364
2014-02-03,3.364
2014-02-04,3.364
2014-02-05,3.364
2014-02-06,3.364
2014-02-07,3.364
2014-02-08,3.364
2014-02-09,3.364
2014-02-10,3.364
2014-02-11,3.364
2014-02-12,3.364
2014-02-13,3.364
2014-02-14,3.364
2014-02-15,3.364
2014-02-16,3.364
2014-02-17,3.364
2014-02-18,3.364
2014-02-19,3.364
2014-02-20,3.364
2014-02-21,3.364
2014-02-22,3.364
2014-02-23,3.364
2014-02-24,3.364
2014-02-25,3.364
2014-02-26,3.364
2014-02-27,3.364
2014-02-28,3.364
2014-03-01,3.322
2014-03-02,3.322
2014-03-03,3.322
2014-03-04,3.322
2014-03-05,3.322
2014-03-06,3.322
2014-03-07,3.322
2014-03-08,3.322
2014-03-09,3.322
2014-03-10,3.322
2014-03-11,3.322
2014-03-12,3.322
2014-03-13,3.322
2014-03-14,3.322
2014-03-15,3.322
2014-03-16,3.322
2014-03-17,3.322
2014-03-18,3.322
2014-03-19,3.322
2014-03-20,3.322
2014-03-21,3.322
2014-03-22,3.322
2014-03-23,3.322
2014-03-24,3.322
2014-03-25,3.322
2014-03-26,3.322
2014-03-27,3.322
2014-03-28,3.322
2014-03-29,3.322
2014-03-30,3.322
2014-03-31,3.322
2014-04-01,3.327
2014-04-02,3.327
2014-04-03,3.327
2014-04-04,3.327
2014-04-05,3.327
2014-04-06,3.327
2014-04-07,3.327
2014-04-08,3.327
2014-04-09,3.327
2014-04-10,3.327
2014-04-11,3.327
2014-04-12,3.327
2014-04-13,3.327
2014-04-14,3.327
2014-04-15,3.327
2014-04-16,3.327
2014-04-17,3.327
2014-04-18,3.327
2014-04-19,3.327
2014-04-20,3.327
2014-04-21,3.327
2014-04-22,3.327
2014-04-23,3.327
2014-04-24,3.327
2014-04-25,3.327
2014-04-26,3.327
2014-04-27,3.327
2014-04-28,3.327
2014-04-29,3.327
2014-04-30,3.327
2014-05-01,3.234
2014-05-02,3.234
2014-05-03,3.234
2014-05-04,3.234
2014-05-05,3.234
2014-05-06,3.234
2014-05-07,3.234
2014-05-08,3.234
2014-05-09,3.234
2014-05-10,3.234
2014-05-11,3.234
2014-05-12,3.234
2014-05-13,3.234
2014-05-14,3.234
2014-05-15,3.234
2014-05-16,3.234
2014-05-17,3.234
2014-05-18,3.234
2014-05-19,3.234
2014-05-20,3.234
2014-05-21,3.234
2014-05-22,3.234
2014-05-23,3.234
2014-05-24,3.234
2014-05-25,3.234
2014-05-26,3.234
2014-05-27,3.234
2014-05-28,3.234
2014-05-29,3.234
2014-05-30,3.234
2014-05-31,3.234
2014-06-01,3.086
2014-06-02,3.086
2014-06-03,3.086
2014-06-04,3.086
2014-06-05,3.086
2014-06-06,3.086
2014-06-07,3.086
2014-06-08,3.086
2014-06-09,3.086
2014-06-10,3.086
2014-06-11,3.086
2014-06-12,3.086
2014-06-13,3.086
2014-06-14,3.086
2014-06-15,3.086
2014-06-16,3.086
2014-06-17,3.086
2014-06-18,3.086
2014-06-19,3.086
2014-06-20,3.086
2014-06-21,3.086
2014-06-22,3.086
2014-06-23,3.086
2014-06-24,3.086
2014-06-25,3.086
2014-06-26,3.086
2014-06-27,3.086
2014-06-28,3.086
2014-06-29,3.086
2014-06-30,3.086
2014-07-01,2.885
2014-07-02,2.885
2014-07-03,2.885
2014-07-04,2.885
2014-07-05,2.885
2014-07-06,2.885
2014-07-07,2.885
2014-07-08,2.885
2014-07-09,2.885
2014-07-10,2.885
2014-07-11,2.885
2014-07-12,2.885
2014-07-13,2.885
2014-07-14,2.885
2014-07-15,2.885
2014-07-16,2.885
2014-07-17,2.885
2014-07-18,2.885
2014-07-19,2.885
2014-07-20,2.885
2014-07-21,2.885
2014-07-22,2.885
2014-07-23,2.885
2014-07-24,2.885
2014-07-25,2.885
2014-07-26,2.885
2014-07-27,2.885
2014-07-28,2.885
2014-07-29,2.885
2014-07-30,2.885
2014-07-31,2.885
2014-08-01,2.891
2014-08-02,2.891
2014-08-03,2.891
2014-08-04,2.891
2014-08-05,2.891
2014-08-06,2.891
2014-08-07,2.891
2014-08-08,2.891
2014-08-09,2.891
2014-08-10,2.891
2014-08-11,2.891
2014-08-12,2.891
2014-08-13,2.891
2014-08-14,2.891
2014-08-15,2.891
2014-08-16,2.891
2014-08-17,2.891
2014-08-18,2.891
2014-08-19,2.891
2014-08-20,2.891
2014-08-21,2.891
2014-08-22,2.891
2014-08-23,2.891
2014-08-24,2.891
2014-08-25,2.891
2014-08-26,2.891
2014-08-27,2.891
2014-08-28,2.891
2014-08-29,2.891
2014-08-30,2.891
2014-08-31,2.891
2014-09-01,2.774
2014-09-02,2.774
2014-09-03,2.774
2014-09-04,2.774
2014-09-05,2.774
2014-09-06,2.774
2014-09-07,2.774
2014-09-08,2.774
2014-09-09,2.774
2014-09-10,2.774
2014-09-11,2.774
2014-09-12,2.774
2014-09-13,2.774
2014-09-14,2.774
2014-09-15,2.774
2014-09-16,2.774
2014-09-17,2.774
2014-09-18,2.774
2014-09-19,2.774
2014-09-20,2.774
2014-09-21,2.774
2014-09-22,2.774
2014-09-23,2.774
2014-09-24,2.774
2014-09-25,2.774
2014-09-26,2.774
2014-09-27,2.774
2014-09-28,2.774
2014-09-29,2.774
2014-09-30,2.774
2014-10-01,2.537
2014-10-02,2.537
2014-10-03,2.537
2014-10-04,2.537
2014-10-05,2.537
2014-10-06,2.537
2014-10-07,2.537
2014-10-08,2.537
2014-10-09,2.537
2014-10-10,2.537
2014-10-11,2.537
2014-10-12,2.537
2014-10-13,2.537
2014-10-14,2.537
2014-10-15,2.537
2014-10-16,2.537
2014-10-17,2.537
2014-10-18,2.537
2014-10-19,2.537
2014-10-20,2.537
2014-10-21,2.537
2014-10-22,2.537
2014-10-23,2.537
2014-10-24,2.537
2014-10-25,2.537
2014-10-26,2.537
2014-10-27,2.537
2014-10-28,2.537
2014-10-29,2.537
2014-10-30,2.537
2014-10-31,2.537
2014-11-01,2.417
2014-11-02,2.417
2014-11-03,2.417
2014-11-04,2.417
2014-11-05,2.417
2014-11-06,2.417
2014-11-07,2.417
2014-11-08,2.417
2014-11-09,2.417
2014-11-10,2.417
2014-11-11,2.417
2014-11-12,2.417
2014-11-13,2.417
2014-11-14,2.417
2014-11-15,2.417
2014-11-16,2.417
2014-11-17,2.417
2014-11-18,2.417
2014-11-19,2.417
2014-11-20,2.417
2014-11-21,2.417
2014-11-22,2.417
2014-11-23,2.417
2014-11-24,2.417
2014-11-25,2.417
2014-11-26,2.417
2014-11-27,2.417
2014-11-28,2.417
2014-11-29,2.417
2014-11-30,2.417
2014-12-01,2.436
2014-12-02,2.436
2014-12-03,2.436
2014-12-04,2.436
2014-12-05,2.436
2014-12-06,2.436
2014-12-07,2.436
2014-12-08,2.436
2014-12-09,2.436
2014-12-10,2.436
2014-12-11,2.436
2014-12-12,2.436
2014-12-13,2.436
2014-12-14,2.436
2014-12-15,2.436
2014-12-16,2.436
2014-12-17,2.436
2014-12-18,2.436
2014-12-19,2.436
2014-12-20,2.436
2014-12-21,2.436
2014-12-22,2.436
2014-12-23,2.436
2014-12-24,2.436
2014-12-25,2.436
2014-12-26,2.436
2014-12-27,2.436
2014-12-28,2.436
2014-12-29,2.436
2014-12-30,2.436
2014-12-31,2.436
2015-01-01,2.26
2015-01-02,2.26
2015-01-03,2.26
2015-01-04,2.26
2015-01-05,2.26
2015-01-06,2.26
2015-01-07,2.26
2015-01-08,2.26
2015-01-09,2.26
2015-01-10,2.26
2015-01-11,2.26
2015-01-12,2.26
2015-01-13,2.26
2015-01-14,2.26
2015-01-15,2.26
2015-01-16,2.26
2015-01-17,2.26
2015-01-18,2.26
2015-01-19,2.26
2015-01-20,2.26
2015-01-21,2.26
2015-01-22,2.26
2015-01-23,2.26
2015-01-24,2.26
2015-01-25,2.26
2015-01-26,2.26
2015-01-27,2.26
2015-01-28,2.26
2015-01-29,2.26
2015-01-30,2.26
2015-01-31,2.26
2015-02-01,2.198
2015-02-02,2.198
2015-02-03,2.198
2015-02-04,2.198
2015-02-05,2.198
2015-02-06,2.198
2015-02-07,2.198
2015-02-08,2.198
2015-02-09,2.198
2015-02-10,2.198
2015-02-11,2.198
2015-02-12,2.198
2015-02-13,2.198
2015-02-14,2.198
2015-02-15,2.198
2015-02-16,2.198
2015-02-17,2.198
2015-02-18,2.198
2015-02-19,2.198
2015-02-20,2.198
2015-02-21,2.198
2015-02-22,2.198
2015-02-23,2.198
2015-02-24,2.198
2015-02-25,2.198
2015-02-26,2.198
2015-02-27,2.198
2015-02-28,2.198
2015-03-01,2.057
2015-03-02,2.057
2015-03-03,2.057
2015-03-04,2.057
2015-03-05,2.057
2015-03-06,2.057
2015-03-07,2.057
2015-03-08,2.057
2015-03-09,2.057
2015-03-10,2.057
2015-03-11,2.057
2015-03-12,2.057
2015-03-13,2.057
2015-03-14,2.057
2015-03-15,2.057
2015-03-16,2.057
2015-03-17,2.057
2015-03-18,2.057
2015-03-19,2.057
2015-03-20,2.057
2015-03-21,2.057
2015-03-22,2.057
2015-03-23,2.057
2015-03-24,2.057
2015-03-25,2.057
2015-03-26,2.057
2015-03-27,2.057
2015-03-28,2.057
2015-03-29,2.057
2015-03-30,2.057
2015-03-31,2.057
2015-04-01,1.951
2015-04-02,1.951
2015-04-03,1.951
2015-04-04,1.951
2015-04-05,1.951
2015-04-06,1.951
2015-04-07,1.951
2015-04-08,1.951
2015-04-09,1.951
2015-04-10,1.951
2015-04-11,1.951
2015-04-12,1.951
2015-04-13,1.951
2015-04-14,1.951
2015-04-15,1.951
2015-04-16,1.951
2015-04-17,1.951
2015-04-18,1.951
2015-04-19,1.951
2015-04-20,1.951
2015-04-21,1.951
2015-04-22,1.951
2015-04-23,1.951
2015-04-24,1.951
2015-04-25,1.951
2015-04-26,1.951
2015-04-27,1.951
2015-04-28,1.951
2015-04-29,1.951
2015-04-30,1.951
2015-05-01,2.253
2015-05-02,2.253
2015-05-03,2.253
2015-05-04,2.253
2015-05-05,2.253
2015-05-06,2.253
2015-05-07,2.253
2015-05-08,2.253
2015-05-09,2.253
2015-05-10,2.253
2015-05-11,2.253
2015-05-12,2.253
2015-05-13,2.253
2015-05-14,2.253
2015-05-15,2.253
2015-05-16,2.253
2015-05-17,2.253
2015-05-18,2.253
2015-05-19,2.253
2015-05-20,2.253
2015-05-21,2.253
2015-05-22,2.253
